Trade #,Type,Signal,Date/Time,Price,Contracts
25,Entry long,L,"Nov 22, 2023, 07:45","4,597.50",4
24,Exit short,L,"Nov 22, 2023, 07:45","4,597.50",4
24,Entry short,S,"Nov 21, 2023, 19:35","4,600.50",4
23,Exit long,S,"Nov 21, 2023, 19:35","4,600.50",4
23,Entry long,L,"Nov 21, 2023, 00:45","4,614.00",4
22,Exit short,L,"Nov 21, 2023, 00:45","4,614.00",4
22,Entry short,S,"Nov 20, 2023, 19:35","4,608.00",4
21,Exit long,S,"Nov 20, 2023, 19:35","4,608.00",4
21,Entry long,L,"Nov 20, 2023, 15:20","4,578.50",4
20,Exit short,L,"Nov 20, 2023, 15:20","4,578.50",4
20,Entry short,S,"Nov 17, 2023, 21:25","4,581.50",4
19,Exit long,S,"Nov 17, 2023, 21:25","4,581.50",4
19,Entry long,L,"Nov 17, 2023, 06:40","4,576.00",4
18,Exit short,L,"Nov 17, 2023, 06:40","4,576.00",4
18,Entry short,S,"Nov 16, 2023, 22:00","4,573.00",4
17,Exit long,S,"Nov 16, 2023, 22:00","4,573.00",4
17,Entry long,L,"Nov 16, 2023, 13:30","4,563.00",4
16,Exit short,L,"Nov 16, 2023, 13:30","4,563.00",4
16,Entry short,S,"Nov 16, 2023, 07:05","4,566.75",4
15,Exit long,S,"Nov 16, 2023, 07:05","4,566.75",4
15,Entry long,L,"Nov 14, 2023, 20:25","4,559.50",4
14,Exit short,L,"Nov 14, 2023, 20:25","4,559.50",4
14,Entry short,S,"Nov 14, 2023, 14:55","4,538.50",4
13,Exit long,S,"Nov 14, 2023, 14:55","4,538.50",4
13,Entry long,L,"Nov 14, 2023, 13:50","4,476.75",4
12,Exit short,L,"Nov 14, 2023, 13:50","4,476.75",4
12,Entry short,S,"Nov 14, 2023, 10:15","4,486.75",4
11,Exit long,S,"Nov 14, 2023, 10:15","4,486.75",4
11,Entry long,L,"Nov 13, 2023, 01:25","4,469.75",4
10,Exit short,L,"Nov 13, 2023, 01:25","4,469.75",4
10,Entry short,S,"Nov 10, 2023, 20:40","4,472.25",4
9,Exit long,S,"Nov 10, 2023, 20:40","4,472.25",4
9,Entry long,L,"Nov 10, 2023, 11:25","4,411.75",4
8,Exit short,L,"Nov 10, 2023, 11:25","4,411.75",4
8,Entry short,S,"Nov 10, 2023, 04:35","4,414.50",4
7,Exit long,S,"Nov 10, 2023, 04:35","4,414.50",4
7,Entry long,L,"Nov 08, 2023, 18:00","4,434.00",4
6,Exit short,L,"Nov 08, 2023, 18:00","4,434.00",4
6,Entry short,S,"Nov 08, 2023, 11:10","4,443.50",4
5,Exit long,S,"Nov 08, 2023, 11:10","4,443.50",4
5,Entry long,L,"Nov 07, 2023, 22:00","4,447.00",4
4,Exit short,L,"Nov 07, 2023, 22:00","4,447.00",4
4,Entry short,S,"Nov 07, 2023, 16:35","4,446.50",4
3,Exit long,S,"Nov 07, 2023, 16:35","4,446.50",4
3,Entry long,L,"Nov 07, 2023, 03:45","4,426.00",4
2,Exit short,L,"Nov 07, 2023, 03:45","4,426.00",4
2,Entry short,S,"Nov 07, 2023, 01:00","4,426.75",4
1,Exit long,S,"Nov 07, 2023, 01:00","4,426.75",4
1,Entry long,L,"Nov 06, 2023, 19:25","4,420.50",4
